Active,Amount,AppliesTo,AppliesToValue,ApplyWhen,ChargeType,DealerCostBasis,DeliveryGroup,DisplayLabel,FreightGroup,MaximumCharge,MinimumCharge,Percent,QtyMax,QtyMin,RuleID,RuleName,SortOrder,Notes
T,200,FreightGroup,Zero-Turns,NotInStock,Fixed,,,Special Order Freight,Zero-Turns, ,,,2,1,FRT-STIHL-RZ,STIHL RZ Special Order Freight,20,$200 per unit for 1 or 2 RZ mowers; no freight for 3 or more.
